full_text,Label,predicted_label
"['yalah', 'jadwal', 'sidang', 'upn', 'gajelas', 'gue', 'dag', 'dig', 'dug', 'napa', 'gue', 'udah', 'bingung', 'mau', 'ngapain', 'kampus', 'bejad', 'z']",Bully,NoBully
['brengsek'],NoBully,Bully
"['argh', 'goblok', 'banget', 'brengsek']",NoBully,Bully
"['wkwkwk', 'brengsek']",Bully,NoBully
"['wkwkwk', 'brengsek', 'gue', 'ketawa', 'banget']",Bully,NoBully
"['wkwkwkwk', 'brengsek']",Bully,NoBully
"['anjir', 'gila', 'banget', 'fwek', 'brengsek']",Bully,NoBully
['brengsek'],NoBully,Bully
"['gege', 'brengsek']",Bully,NoBully
"['gue', 'benci', 'banget', 'menunggu', 'brengsek']",Bully,NoBully
"['argh', 'bikin', 'budek']",Bully,NoBully
"['krna', 'adik', 'yang', 'dipangil', 'budek']",Bully,NoBully
"['percaya', 'tidak', 'percaya', 'tapi', 'lo', 'nyuruh', 'gue', 'nanya', 'nama', 'lengkap', 'kating', 'trs', 'gue', 'gamau', 'ngasi', 'tau', 'trs', 'gue', 'ngomong', 'pakai', 'nada', 'lembut', 'mangnya', 'salah', 'gue', 'juga', 'ngomong', 'pakai', 'nada', 'lembut', 'lo', 'budek', 'sok', 'imut', 'post', 'sblmnya', 'gue', 'ditegur', 'karena', 'kagak', 'senyum', 'anjing', 'babilh', 'salah', 'mulu']",Bully,NoBully
"['temen', 'kamar', 'gue', 'budek', 'gmn', 'seh', 'anjer', 'dah', 'dikasih', 'tau', 'berkaki', 'kaki', 'jangan', 'kenceng', 'kenceng', 'trs', 'itu', 'suara']",Bully,NoBully
['budek'],Bully,NoBully
[],Bully,NoBully
[],Bully,NoBully
[],Bully,NoBully
[],Bully,NoBully
"['min', 'tidur', 'min', 'sudah', 'pagi', 'buta']",Bully,NoBully
"['detektif', 'nya', 'gimana', 'si', 'makan', 'gaji', 'buta', 'yuta', 'gue', 'tim', 'nyimak']",Bully,NoBully
['buta'],Bully,NoBully
"['ayo', 'ngerasain', 'gembel', 'ngerasa', 'bebas']",Bully,NoBully
"['gembel', 'banget', 'notgod', 'product', 'dilolosin']",Bully,NoBully
"['beda', 'server', 'kak', 'dukun', 'pakai', 'server', 'lokal']",Bully,NoBully
"['wkwkw', 'pocong', 'gundulnya', 'kocak', 'si']",Bully,NoBully
"['nama', 'km', 'sean', 'tipis', 'tipis', 'bahasa', 'ingrisnya', 'laut', 'sea']",Bully,NoBully
"['kak', 'tulangnya', 'kak']",Bully,NoBully
['geblek'],NoBully,Bully
"['seungcheol', 'anak', 'geblek']",Bully,NoBully
"['wkwkwk', 'geblek']",Bully,NoBully
['geblek'],NoBully,Bully
['geblek'],NoBully,Bully
"['wkwkwk', 'geblek']",Bully,NoBully
"['akun', 'bot', 'koplak', 'vote', 'sudah', 'rampung', 'up', 'geblek']",Bully,NoBully
['geblek'],NoBully,Bully
['geblek'],NoBully,Bully
"['yang', 'benar', 'aja', 'berli', 'lo', 'kebangun', 'jam', 'segini', 'emosi', 'doang', 'audit', 'pagi', 'gelo', 'geblek', 'belajar', 'h']",Bully,NoBully
['geblek'],NoBully,Bully
"['dikasik', 'kerjan', 'geblek', 'emah']",Bully,NoBully
['geblek'],NoBully,Bully
"['si', 'geblek', 'anjing', 't', 't']",Bully,NoBully
['geblek'],NoBully,Bully
['geblek'],NoBully,Bully
['geblek'],NoBully,Bully
['geblek'],NoBully,Bully
"['heboh', 'penata', 'rambutnya', 'outfitnya', 'elo', 'yang', 'artisnya', 'geblek']",Bully,NoBully
"['dasare', 'geblek', 'pancen', 'ngono']",NoBully,Bully
"['barca', 'gila']",Bully,NoBully
"['shimkongz', 'beneran', 'sudah', 'gila']",Bully,NoBully
"['dkomen', 'yang', 'bilang', 'fans', 'yang', 'sngaja', 'ship', 'jangan', 'goblok', 'fans', 'laki', 'yang', 'ngship', 'dari', 'jaman', 'era', 'who', 'dis', 'dulu', 'd', 'ytube', 'sudah', 'dluan', 'jadi', 'fans', 'kpop', 'tapi', 'kalah', 'segi', 'pemikiran', 'dari', 'fans', 'dita', 'yang', 'cm', 'angap', 'hiburan', 'doang', 'alias', 'cocoklogi', 'fiktif', 'blok', 'goblok']",Bully,NoBully
"['goblok', 'benar', 'lakinya']",Bully,NoBully
"['lo', 'goblok', 'dulunya', 'pinter', 'jadi', 'buzerpnis', 'kontol', 'tl']",Bully,NoBully
"['undang', 'undang', 'sialan', 'orang', 'goblok', 'senayan', 'mendukungnya', 'eh', 'iya', 'goblok']",Bully,NoBully
"['eh', 'goblok', 'gue', 'cheat', 'lo', 'kagak', 'ya', 'bos', 'kerjain', 'daily', 'blog']",Bully,NoBully
"['lo', 'tolol', 'banget', 'yang', 'ngeship', 'disana', 'ngeramein', 'anjing', 'caper', 'banget', 'lo', 'langsung', 'aja', 'balas', 'yang', 'ngeship', 'idol', 'lo', 'disana', 'anjing', 'goblok', 'banget', 'sumpah', 'otak', 'lo', 'dimana', 'sih', 'dasar', 'otak', 'pembantu']",Bully,NoBully
"['vidio', 'jaman', 'sby', 'orang', 'goblok', 'pekok', 'yang', 'termakqn', 'hoax', 'murahan']",Bully,NoBully
"['goblok', 'kepencet', 'retwet']",NoBully,Bully
"['si', 'cakep', 'gada', 'otaknya', 'alias', 'goblok', 'cape', 'anjir', 'diajak', 'ngobrol', 'haha']",Bully,NoBully
"['benda', 'basic', 'rakyat', 'malaysia', 'tau', 'ala', 'kau', 'hafal', 'lagu', 'negaraku', 'lagu', 'negaraku', 'tau', 'tau', 'nak', 'cakap']",Bully,NoBully
"['sewidak', 'likur', 'i', 'boso', 'jowo', 'ngendi', 'blok', 'kancamu', 'iso', 'idiot']",Bully,NoBully
"['nuh', 'uh']",Bully,NoBully
"['th', 'berkorban', 'harta', 'nyawa', 'melawan', 'nazi', 'ndilalah', 'sekarang', 'kasih', 'aplaus', 'tentara', 'nazi', 'yang', 'mgkn', 'sj', 'sudah', 'menembak', 'bunuh', 'kakek', 'moyangnya', 'palagan', 'eropa', 'dari', 'yang', 'tepuk', 'tangan', 'idiot', 'koplok', 'gombal', 'tingkat', 'dewa', 'demokrasi', 'ukr', 'rela', 'mnjilat', 'pantat', 'pembunuh']",Bully,NoBully
"['pelatihnya', 'tolol', 'min', 'idiot', 'bikin', 'emosi', 'aja']",Bully,NoBully
"['idiot', 'kalau', 'mu', 'yang', 'kebobolan', 'engga', 'cek', 'var']",Bully,NoBully
"['ya', 'namanya', 'back', 'to', 'back', 'kontol', 'kalau', 'treble', 'tempo', 'setahun', 'tropy', 'berbeda', 'manusia', 'kontol', 'idiot']",Bully,NoBully
"['fans', 'lo', 'idiot', 'ya', 'eti', 'heran', 'isinya', 'cium', 'jilat', 'cium', 'jilat']",Bully,NoBully
"['jelek', 'why']",NoBully,Bully
"['bajunya', 'jelek']",NoBully,Bully
"['ah', 'tahan', 'tahan', 'beli', 'buku', 'ingat', 'hapemu', 'sudah', 'jelek']",Bully,NoBully
"['besoknya', 'bilek', 'jelek']",NoBully,Bully
"['jelek', 'banget', 'huft']",Bully,NoBully
"['nangis', 'jelek']",Bully,NoBully
['kampungan'],Bully,NoBully
['kampungan'],Bully,NoBully
"['sarap', 'memang']",Bully,NoBully
"['harganya', 'sehinga', 'orang', 'yang', 'makan', 'harganya', 'tidak', 'takut', 'ditembak', 'kader', 'partai', 'yang', 'sok', 'tau', 'memviralkan', 'warung', 'kader', 'tolol', 'yang', 'rest', 'area']",Bully,NoBully
"['rl', 'ketemu', 'cowok', 'kaya', 'gitu', 'ih', 'nangis', 'gue', 'mah', 'sudah', 'dijauhin', 'tapi', 'kerjasama', 'ojt', 'hrs', 'komunikasi', 'gitu', 'tolol', 'cowoknya', 'bagus', 'kaya', 'gitu', 'sampai', 'merinding', 'gue', 'sakit', 'utg', 'gue', 'duluan', 'gegara', 'sakit', 'tidak', 'nyambung', 'sakitnya', 'tapi', 'alasan']",Bully,NoBully
"['percaya', 'rumor', 't', 'pi', 'tai', 'bakalan', 'date', 'cewek', 'tidak', 'cowok', 'anjing', 'tolol', 'ngatain', 'tolol', 'bilang', 'tai', 'dating', 'women', 'itu', 'langsung', 'tantrum', 'jekicot', 'dating', 'bongo']",Bully,NoBully
"['amin', 'semoga', 'bajingan', 'tolol', 'sadar', 'ya']",Bully,NoBully
['tolol'],NoBully,Bully
"['dungu', 'menyandang', 'gelar', 'bajingan', 'tolol']",Bully,NoBully
"['nih', 'lonte', 'tolol', 'yang', 'mahu', 'siksa', 'sampai', 'jadi', 'tolol', 'beneran']",Bully,NoBully
"['buzerpki', 'munafik', 'bajingan', 'tolol', 'cebong', 'penjilat', 'bangsa', 'kader', 'abubu', 'in', 'engga', 'mengalahkan', 'anis', 'karna', 'ganjar', 'korupsi', 'ktp', 'wowok', 'pendukungx', 'sudah', 'kecewa', 'munafik']",Bully,NoBully
"['bangsat', 'ijo', 'anjing', 'gausah', 'klakson', 'tidak', 'motor', 'belajar', 'anjing', 'tolol', 'bahayain', 'orang', 'anjing', 'rausah', 'ngebut', 'cok', 'berisik', 'knalpot', 'jamet', 'kabupaten', 'polisi', 'tidur', 'segede', 'sudah', 'ya', 'alah', 'sih', 'orang', 'orang', 'bego', 'kaya', 'begini', 'dikasih', 'motor']",NoBully,Bully
"['tau', 'sudah', 'sudah', 'bagus', 'mod', 'gue', 'nonton', 'jungkok', 'gcf', 'eh', 'muncul', 'si', 'tolol', 'percaya', 'editan', 'trs', 'ngatain', 'record', 'sebagai', 'editan', 'sih', 'yang', 'diharepin', 'dari', 'orang', 'yang', 'percaya', 'rumor', 'otaknya', 'aja', 'tidak', 'kerja']",Bully,NoBully
"['kampung', 'banget', 'maenya', 'timnas', 'terjelek', 'gameplay', 'udik']",Bully,NoBully
"['kak', 'udik']",NoBully,Bully
