full_text,Label,predicted_label
"['tanyarl', 'itu', 'namanya', 'nasi', 'kucing', 'tidak', 'pakai', 'daging', 'kucing', 'kalau', 'jual', 'nmanya', 'nasi', 'anjing', 'tidak', 'si', 'nama', 'aja', 'tidak', 'pakai', 'daging', 'anjing', 'beneran']",NoBully,NoBully
"['bodoh', 'tolol', 'anjing', 'bangsat', 'goblok', 'diriku', 'kpd', 'diriku']",NoBully,NoBully
"['juta', 'sebulan', 'beli', 'kopi', 'doang', 'anjing', 'pantes', 'miskin']",NoBully,NoBully
"['emang', 'anjing', 'sadar', 'kh', 'u']",Bully,NoBully
"['kontol', 'lo', 'anjing', 'bangsat', 'gue', 'belom', 'cair', 'tip', 'cepu', 'goblok']",NoBully,NoBully
"['wekwan', 'anjing', 'emang']",NoBully,NoBully
"['bangsat', 'ijo', 'anjing', 'gausah', 'klakson', 'tidak', 'motor', 'belajar', 'anjing', 'tolol', 'bahayain', 'orang', 'anjing', 'rausah', 'ngebut', 'cok', 'berisik', 'knalpot', 'jamet', 'kabupaten', 'polisi', 'tidur', 'segede', 'sudah', 'ya', 'alah', 'sih', 'orang', 'orang', 'bego', 'kaya', 'begini', 'dikasih', 'motor']",Bully,Bully
"['anjing', 'banget', 'minggu', 'gampang', 'banget', 'bangun', 'pagi', 'giliran', 'kerja', 'susah', 'banget', 'ampun']",NoBully,NoBully
"['anjing', 'lo', 'hisung', 'cemburu', 'kayak']",NoBully,NoBully
"['kampret', 'gue', 'iri', 'banget', 'anjing']",NoBully,NoBully
"['gue', 'fokus', 'nonton', 'banget', 'sampai', 'mikirin', 'd', 'anjing', 'gue', 'dag', 'dig', 'dug', 'ser']",NoBully,NoBully
"['anjing', 'kurap', 'lapar', 'ya']",NoBully,NoBully
"['bacot', 'kamu', 'ngentot', 'kalau', 'panas', 'mah', 'panas', 'aja', 'anjing']",NoBully,NoBully
"['sicepat', 'benar', 'benar', 'ya', 'anjing', 'ekspedisi', 'sampah', 'dari', 'ekspedisi', 'indonesia', 'si', 'cepat', 'aja', 'yang', 'lemotnya', 'main', 'barangnya', 'keburu', 'dipake', 'eh', 'cris', 'cros', 'anjeng', 'anjeng']",NoBully,NoBully
"['minimal', 'nanya', 'goblok', 'kalau', 'gatau', 'bikin', 'indo', 'ban', 'lo', 'tolol', 'otak', 'tidak', 'pakai', 'komunitas', 'negara', 'india', 'mah', 'kompak', 'cepuin', 'negara', 'babi', 'gue', 'garap', 'round', 'kontol', 'lo', 'anjing']",Bully,Bully
"['babi', 'ketauan', 'anjing', 'ngesave', 'video', 'orang', 'tiktok']",NoBully,NoBully
"['minggu', 'lonte', 'anjing', 'jalang']",Bully,Bully
"['jilat', 'sampai', 'daki', 'kuku', 'buzer', 'anjing', 'pemerintah', 'kasih', 'makan', 'anak', 'bini', 'lo', 'pakai', 'uang', 'panas']",NoBully,NoBully
"['sender', 'baca', 'misuh', 'pakai', 'hangeul', 'aja', 'kali', 'ya', 'asu', 'jancuk', 'anak', 'setan', 'tai', 'anjing', 'babi']",NoBully,NoBully
"['mahluk', 'anjing']",NoBully,NoBully
"['beliau', 'tipe', 'orang', 'kalau', 'orang', 'nuding', 'beliau', 'itu', 'beliau', 'bodo', 'sangat', 'kayak', 'anjing', 'mengongong', 'kafilah', 'kalau', 'sampai', 'nyentuh', 'anaknya', 'itu', 'lo', 'membangunkan', 'singa', 'tidur', 'keadan', 'sudah', 'tidak', 'enak', 'banget', 'sampai', 'ditegur', 'ama', 'orang', 'tidak', 'suka', 'marah', 'kayak', 'beliau']",NoBully,NoBully
"['emosi', 'emosi', 'banget', 'anjing']",NoBully,NoBully
"['anjing', 'jujur', 'aku', 'kaget', 'banget', 'bacanya']",NoBully,NoBully
"['oalah', 'anjing', 'gajadi', 'cover']",NoBully,NoBully
"['anjing', 'gue', 'bangun', 'semalem', 'sama', 'anak', 'gc', 'ngomongin', 'spil', 'something', 'sama', 'pakin', 'satang', 'tidak', 'nyangka', 'lgsg', 'kabulin', 'sialan', 'ngomongin', 'ciuman', 'gemfot']",NoBully,NoBully
"['tidak', 'anjing', 'becanda', 'doang']",NoBully,NoBully
"['wkwk', 'keluarga', 'anjing']",NoBully,NoBully
"['orang', 'kalau', 'ditempel', 'dideketin', 'hewan', 'kayak', 'kucing', 'anjing', 'random', 'aura', 'positif', 'auraku', 'positif', 'hm']",NoBully,NoBully
"['piara', 'anjing', 'husky']",NoBully,NoBully
"['kamu', 'itu', 'lucu', 'tapi', 'kaya', 'anjing']",NoBully,NoBully
"['gara', 'gara', 'celeng', 'bikin', 'garis', 'senaknya', 'anjing', 'masuk']",NoBully,NoBully
"['wkwk', 'kalau', 'ngejarnya', 'anjing', 'takut']",NoBully,NoBully
"['jla', 'anjing', 'jla', 'plis', 'bru', 'ingat', 'kalau', 'nge', 'an', 'fol', 'kapi', 'rak', 'sih', 'mergo', 'kapi', 'rak', 'polbek', 'n', 'now']",NoBully,NoBully
"['intel', 'anjing', 'bangsat', 'tai', 'babi', 'provokasi', 'busuk']",NoBully,NoBully
"['keluarga', 'elu', 'anjing', 'kafir', 'monyet']",Bully,Bully
"['prediksi', 'togel', 'leds', 'september', 'angka', 'main', 'colok', 'bebas', 'd', 'sampai', 'top', 'd', 'top', 'd', 'top', 'd', 'shio', 'anjing', 'angka', 'twins', 'web', 'prediksi', 'flokitoto']",NoBully,NoBully
['anjing'],NoBully,NoBully
"['orang', 'tua', 'kalau', 'sudah', 'puber', 'anjing', 'banget']",NoBully,NoBully
"['alegri', 'anjing']",NoBully,NoBully
"['bentukan', 'jijel', 'jeno', 'anjing', 'gila', 'memang', 'perfect', 'body', 'banget']",NoBully,NoBully
"['anjing', 'adam', 'gue', 'kesel', 'lo', 'plis', 'semoga', 'mimpinya', 'jefa', 'doang', 'sumpah', 'kesel', 'banget', 'adam', 'pdahal', 'gue', 'lo', 'njir', 'info', 'tampol', 'adam', 'gue', 'kesel', 'nangis']",NoBully,NoBully
"['happy', 'birthday', 'beautiful', 'anjing', 'happy', 'birthday', 'anji']",NoBully,NoBully
"['iqbal', 'anjing']",NoBully,NoBully
"['prediksi', 'togel', 'dewata', 'pols', 'september', 'angka', 'main', 'colok', 'bebas', 'd', 'sampai', 'top', 'd', 'top', 'd', 'top', 'd', 'shio', 'anjing', 'angka', 'twins', 'web', 'prediksi', 'flokitoto']",NoBully,NoBully
"['hahahah', 'real', 'anjing']",NoBully,NoBully
"['mimpi', 'bu', 'etik', 'ngerjain', 'matematika', 'kelas', 'bangun', 'langsung', 'lemes', 'anjing']",NoBully,NoBully
"['gapapa', 'gue', 'happy', 'banget', 'anjing', 'gue', 'gaboleh', 'sedih', 'pokonya']",NoBully,NoBully
"['wkwkwk', 'ketawa', 'banget', 'anjing', 'aja', 'ngatain', 'jm', 'masuk', 'trending', 'tidak', 'shiper', 'hadah', 'makan', 'noh', 'trending']",NoBully,NoBully
"['please', 'gue', 'cape', 'cape', 'banget', 'anjing', 'bangsat', 'tai', 'babi', 'monyet']",NoBully,NoBully
"['napa', 'si', 'babi', 'ovt', 'cewe']",Bully,Bully
"['babi', 'tidak', 'sopan', 'sopanya', 'lo']",Bully,Bully
"['pen', 'culik', 'firfir', 'narak', 'mak']",NoBully,NoBully
"['minum', 'susu', 'babi']",NoBully,NoBully
"['omg', 'jwjwkwkask']",NoBully,NoBully
"['sumpah', 'anjing', 'temen', 'slowrespon', 'banget', 'babi']",Bully,NoBully
"['uang', 'hiburan', 'babi']",NoBully,NoBully
"['that', 's', 'yah', 'ketahuan', 'babi']",NoBully,NoBully
"['fuck', 'yu', 'alternator', 'itu', 'ganyampe', 'knock', 'sampai', 'low', 'aja', 'swehit', 'hit', 'pas', 'reload', 'sampah', 'babi']",NoBully,NoBully
"['nak', 'tgk', 'tidak', 'babi']",NoBully,NoBully
"['wkwkwkwk', 'gapapa', 'star', 'tidak', 'kuat', 'bzir', 'copelius', 'babi']",NoBully,NoBully
"['gondo', 'sama', 'babi', 'lt']",Bully,NoBully
"['hbd', 'cize']",NoBully,NoBully
"['fans', 'faen', 'read', 'gun', 'atp', 'jujur', 'ngerasa', 'seneng', 'banget', 'babi', 'berasa', 'dihargai', 'banget', 'ofjum', 'bawa', 'babi', 'makasih', 'ya', 'ofjum', 'sudah', 'ingat', 'babi', 'sampai', 'menghargai', 'keberadan', 'babi']",NoBully,NoBully
"['babi', 'semua']",NoBully,NoBully
"['penat', 'babi']",NoBully,NoBully
"['goblok', 'matamu', 'sudah', 'sen', 'iki', 'loh', 'panas', 'banget', 'babi', 'gue', 'sudah', 'mingir', 'anjing', 'mobil', 'klakson', 'dsri', 'huhu', 'tai', 'kena', 'jalan', 'berlubang', 'asu', 'nyapose', 'banter', 'banter', 'kabeh', 'ki', 'yalah', 'angine', 'banter', 'men', 'nyanyi', 'mobil', 'belajaran', 'ya', 'lo', 'silau', 'men']",NoBully,NoBully
"['babi', 'orang', 'orang', 'pacaran', 'real', 'gue', 'juga', 'mau']",NoBully,NoBully
"['lo', 'babi', 'gahar']",Bully,Bully
"['congratulations', 'namu']",NoBully,NoBully
"['babi', 'lo', 'semua']",NoBully,NoBully
"['dimana', 'nya', 'kak']",NoBully,NoBully
"['zona', 'dimana', 'kak', 'plaza', 'tengara', 'iya']",NoBully,NoBully
"['babi', 'ngetap', 'doang']",Bully,NoBully
"['musnah', 'lo', 'bajingan', 'tolol', 'bego', 'monyet', 'bangsat', 'babi']",NoBully,NoBully
"['lo', 'ngejek', 'banget', 'babi']",NoBully,NoBully
"['hai', 'kak', 'dimana', 'ya']",NoBully,NoBully
['nuhuh'],NoBully,NoBully
"['mamah', 'berantem', 'kaka', 'gara', 'gara', 'mamah', 'bilang', 'sabun', 'cuci', 'itu', 'yang', 'ukuran', 'habis', 'kaka', 'gue', 'komporin', 'sepupu', 'mamah', 'bilang', 'kaka', 'gue', 'numpang', 'tidak', 'belin', 'sabun', 'wkwkwk', 'nyokap', 'gue', 'jantungnya', 'kumat', 'kaka', 'gue', 'kayak', 'ngerasa', 'bersalah', 'gitu', 'tai']",NoBully,NoBully
"['anjir', 'niat', 'ngerjain', 'peta', 'gabisa', 'reclasify', 'error', 'babi']",NoBully,NoBully
"['kocak', 'emang']",NoBully,NoBully
"['semangat', 'bang', 'dikit', 'lagi', 'lucu']",Bully,NoBully
"['makasih', 'lucu', 'babi', 'sih']",NoBully,NoBully
"['alah', 'pepek', 'lo', 'host', 'problematik', 'nya', 'parah', 'dari', 'play', 'victim', 'banget', 'babi']",NoBully,NoBully
"['cakep', 'banget', 'anjir', 'jangan', 'nyengol', 'hati', 'comelku', 'babi', 'huf', 'maaf', 'krusinh', 'trs', 'aku', 'mau', 'nabung', 'anjir', 'mngkin']",NoBully,NoBully
"['pa', 'cahyo', 'itu', 'enak', 'ngajarinya', 'ketawa', 'ketiwi', 'tapi', 'gabisa', 'priv', 'babi']",NoBully,NoBully
"['jelek', 'banget', 'babi', 'nangis', 'busway', 'siang', 'siang']",NoBully,NoBully
"['yang', 'karena', 'yang']",NoBully,NoBully
"['milih', 'babi']",NoBully,NoBully
"['walah', 'babi', 'wowowkwkwk']",NoBully,NoBully
"['dc', 'nya', 'serem', 'banget', 'temen', 'gue', 'pakai', 'nelfon', 'orang', 'tuanya', 'maki', 'maki', 'kayak', 'babi', 'dc', 'nya', 'anjir', 'ngancem']",NoBully,NoBully
"['morning', 'memang', 'jaekyung', 'kontol', 'babi', 'memang']",NoBully,NoBully
"['krl', 'manda', 'foto']",NoBully,NoBully
"['pas', 'heheh']",NoBully,NoBully
"['cape', 'ngerapihin', 'lupa', 'save', 'babi']",NoBully,NoBully
"['babi', 'makasih', 'sudah', 'gue', 'ketawa']",NoBully,NoBully
"['anjing', 'axis', 'tai', 'beli', 'paket', 'suka', 'suka', 'rebu', 'gb', 'isi', 'gb', 'doang', 'bangsat', 'sehari', 'doang', 'mah', 'babi']",NoBully,NoBully
"['babi', 'tidur', 'sebentar', 'udah', 'kena', 'nightmare']",NoBully,NoBully
"['ya', 'tidak', 'jangan', 'lgsg', 'diulti', 'gitulah', 'babi']",NoBully,NoBully
"['bangsat', 'anjing', 'fuck', 'puki', 'bajingan', 'aish', 'shibal', 'babi', 'tai', 'monyed']",NoBully,NoBully
"['otak', 'anjing', 'dehblo', 'anjing', 'bangsat', 'bencik', 'hgt', 'gue', 'kenjaku', 'babi']",NoBully,NoBully
"['tidak', 'takut', 'jatuh', 'cinta', 'orang', 'sampai', 'banga', 'sangat', 'babi', 'kayak', 'diperhatin', 'ortu', 'gitu', 'loh', 'of', 'si', 'terang', 'terangan', 'gun', 'si', 'keliatan', 'cuek', 'aslinya', 'diem', 'perhatian', 'ditakutin', 'berubah', 'meninggalkan', 'ofgun']",NoBully,NoBully
[],NoBully,NoBully
"['tb', 'tb', 'nt', 'deket', 'sama', 'anjing', 'tidak', 'cerita', 'babi']",NoBully,NoBully
"['emang', 'babi']",NoBully,NoBully
"['nyolong', 'pialaku', 'bawa', 'pulang', 'pas', 'dipajang', 'sekolah', 'tidak', 'keurus']",NoBully,NoBully
"['nyari', 'referensi', 'jurnal', 'kayak', 'babi', 'susahnya']",NoBully,NoBully
"['babi', 'bangetlah', 'si', 'jere', 'woargh', 'ngucapin', 'serapah', 'tidak', 'puas', 'gue', 'ngamuknya', 'real', 'gue', 'aja', 'sudah', 'kehabisan', 'sumpah', 'serapah']",NoBully,NoBully
"['babi', 'ngakak', 'banget']",NoBully,NoBully
"['gue', 'ngingetin', 'ya', 'babi', 'sebenarnya', 'gue', 'pengen', 'ngomong', 'dancok', 'loh', 'gue', 'ngingetin', 'kontol', 'gue', 'gedeg', 'banget', 'lo', 'sumpah', 'disabarim', 'tidak', 'ngerti', 'banget', 'anjing', 'ngeselin', 'nya']",NoBully,NoBully
"['tau', 'ah', 'mls', 'kalah', 'mulu', 'babi']",NoBully,NoBully
"['gue', 'belum', 'sempet', 'anjir', 'pas', 'gue', 'nyari', 'udah', 'engga', 'babi', 'banget']",NoBully,NoBully
"['kwidbeywkwiwkwk', 'babi']",NoBully,NoBully
['jaiwkwjsowksnsjiw'],NoBully,NoBully
"['bambam', 'solo', 'concert', 'in', 'mnl']",NoBully,NoBully
['bajingan'],Bully,Bully
['bajingan'],Bully,Bully
"['bajingan', 'tolol', 'dongo', 'banget', 'emang', 'nya', 'dunia', 'rocky', 'gerung', 'doang', 'contoh', 'kau', 'pelacur', 'kampung', 'namanya', 'pelacur', 'kampung', 'mu', 'doang', 'betul', 'tidak', 'monyet']",Bully,Bully
"['amin', 'semoga', 'bajingan', 'tolol', 'sadar', 'ya']",NoBully,NoBully
"['yang', 'lebih', 'bajingan', 'mrk', 'yang', 'menjadikan', 'anjing', 'china', 'polisi']",NoBully,NoBully
"['omong', 'kosong', 'kayak', 'tidak', 'udah', 'dipercaya', 'pinokio', 'yang', 'jadi', 'buktinya']",NoBully,NoBully
"['dasar', 'lonte', 'bajingan']",Bully,Bully
"['pulau', 'rempang', 'berduka', 'orang', 'in', 'kemana', 'aja', 'hilang', 'telan', 'bumi', 'sudah', 'kubur', 'ngepet', 'pindah', 'cari', 'sasaran', 'bisnis', 'investorx', 'coba', 'bajingan', 'tolol']",Bully,Bully
"['nyalain', 'tiktok', 'anjlok', 'semenjak', 'lo', 'daya', 'beli', 'orang', 'turun', 'planga', 'plongo']",NoBully,NoBully
"['dungu', 'menyandang', 'gelar', 'bajingan', 'tolol']",NoBully,NoBully
"['nya', 'bajingan']",NoBully,Bully
"['dongo', 'cari', 'uang', 'halal', 'ngerti', 'tidak', 'bajingan', 'tolol', 'nih', 'orang']",Bully,Bully
"['kades', 'pejabat', 'kelurahan', 'representasi', 'suara', 'rakyat', 'adil', 'bangsat', 'mengambil', 'kesimpulan', 'aspirasi', 'warganya', 'pro', 'kontra', 'jangan', 'yang', 'kontra', 'teprovokasi', 'kelompok', 'bajingan', 'tolol', 'aman', 'deh']",NoBully,NoBully
"['bajingan', 'tolol', 'jelasin', 'komunis', 'orang', 'komunis', 'yang', 'bersemangat', 'komunis', 'dongo', 'banget', 'nih', 'orang', 'kena', 'jebakan', 'batman', 'gue']",Bully,Bully
"['buzerpki', 'munafik', 'bajingan', 'tolol', 'cebong', 'penjilat', 'bangsa', 'kader', 'abubu', 'in', 'engga', 'mengalahkan', 'anis', 'karna', 'ganjar', 'korupsi', 'ktp', 'wowok', 'pendukungx', 'sudah', 'kecewa', 'munafik']",Bully,NoBully
"['menginjak', 'nginjak', 'gue', 'ngangep', 'gue', 'remeh', 'ngejadin', 'gue', 'sasaran', 'empuk', 'tindas', 'brengsek', 'bajingan', 'tolol', 'manusia', 'pantek']",NoBully,NoBully
"['hukum', 'dunia', 'hukum', 'alam', 'kebal', 'camat', 'pelaku', 'bajingan', 'semoga', 'akhirat', 'terbalas', 'telak', 'kuat', 'tabah', 'ya', 'samsul', 'alah', 'naikin', 'derajat', 'martabat', 'keluarga', 'setingi', 'langit', 'sudah', 'kacau', 'sistem', 'hukum', 'negara']",Bully,NoBully
"['huft', 'tidak', 'mengajarkan', 'km', 'mencintai', 'sagitarius', 'bajingan']",NoBully,NoBully
"['temen', 'gue', 'brengsek', 'bajingan']",NoBully,NoBully
"['bukti', 'negeri', 'dikuasai', 'bajingan']",Bully,Bully
"['dasar', 'bajingan', 'tolol']",Bully,Bully
"['emang', 'benar', 'ya', 'cewek', 'suka', 'cowok', 'bajingan', 'bilang', 'banget', 'pengen', 'meninggalkan', 'kocak', 'anjing', 'giliran', 'sudah', 'disakitin', 'cowok', 'koar', 'cowok', 'percaya']",NoBully,NoBully
"['omdo', 'bp', 'presiden', 'ri', 'jo', 'o', 'widodo', 'kepala', 'negara', 'terpopuler', 'dunia', 'diakui', 'tetanga', 'negara', 'dekatnya', 'kepala', 'negara', 'adem', 'dermawan', 'segelintir', 'orang', 'warga', 'negaranya', 'cerdas', 'pengeritik', 'pedas', 'menyebut', 'bajingan', 'tenang']",NoBully,NoBully
"['bajingan', 'tolol']",Bully,Bully
['bajingan'],Bully,Bully
"['kenyatan', 'realita', 'hidup', 'pedih', 'bajingan']",NoBully,NoBully
"['bajingan', 'cakep', 'banget', 'winwin']",NoBully,NoBully
"['aura', 'si', 'emang', 'negatif', 'bajingan', 'munafik', 'melekat', 'pd', 'si', 'anies']",Bully,Bully
"['kerja', 'bajingan', 'tolol', 'korup']",Bully,Bully
