full_text,Label
"['her', 'marah', 'and', 'literaly', 'saying', 'one', 'of', 'the', 'meanest', 'thing', 'to', 'me', 'me', 'maaf', 'berkali', 'kali', 'padahal', 'bukan', 'gue', 'yang', 'salah', 'wek', 'later', 'me', 'cmn', 'ngmong', 'jokes', 'lo', 'tidak', 'lucu', 'anjing', 'gue', 'tersingung', 'her', 'sih', 'ngentot', 'sensi', 'sangat', 'baperan', 'jokes', 'doang']",NoBully
"['st', 'of', 'al', 'boston', 'anjing', 'sebel', 'belagu', 'sangat', 'giliran', 'ulti', 'sama', 'mew', 'ciut', 'lo', 'muntah']",Bully
"['semoga', 'dikasih', 'mimpi', 'dikejar', 'anjing']",NoBully
"['tulis', 'aja', 'langsung', 'anak', 'arab', 'anjing', 'banget', 'lo', 'ngespil', 'gitu', 'aja', 'monyet']",NoBully
"['sapa', 'nk', 'dengar', 'salakan', 'raja', 'anjing', 'bangsat', 'gila', 'sb', 'dedak', 'babi', 'nk', 'abis', 'pukimak', 'kau', 'sial']",NoBully
"['cina', 'anjing']",NoBully
"['gue', 'muter', 'muter', 'kayak', 'orang', 'tolol', 'anjing', 'kayaknye', 'efek', 'earing']",NoBully
"['bangsat', 'anjing', 'bilang', 'aja', 'lo', 'tidak', 'belikan', 'gue']",NoBully
['anjing'],NoBully
"['anjing', 'gue', 'cemburu']",NoBully
"['gue', 'wanti', 'wanti', 'banget', 'ya', 'anjing', 'biar', 'tidak', 'brengsek', 'gue', 'kena', 'kontol']",NoBully
"['tinggal', 'dibersihkan', 'salah', 'si', 'anjing']",NoBully
"['gebrakan', 'gue', 'bangun', 'anjing']",NoBully
"['uninstal', 'monopolygo', 'sbelum', 'kecoh', 'israel', 'koyak', 'spin', 'event', 'kayak', 'bodoh', 'itu', 'deal', 'bnyak', 'ciput', 'dadu', 'habis', 'anjing', 'punye', 'game']",NoBully
"['pas', 'yang', 'otomatis', 'ngomong', 'anjing', 'bangsat']",NoBully
"['sumpah', 'lucu', 'banget', 'anjing', 'hahahahahaha']",NoBully
"['result', 'brazil', 'night', 'pols', 'minggu', 'september', 'shio', 'anjing', 'silahkan', 'isi', 'form', 'withdraw', 'jp', 'salam', 'jp', 'jabartoto']",NoBully
"['kaget', 'anjir', 'mantan', 'buka', 'pintu', 'kost', 'cuman', 'pakai', 'cd', 'anjing']",NoBully
"['gila', 'gue', 'kayak', 'mama', 'muda', 'jam', 'anjing', 'gue', 'nangis', 'gara', 'kedinginan']",NoBully
"['konyol', 'anjing', 'lo', 'hidup', 'bareng', 'badut', 'it', 'aja', 'anjir', 'ketawa']",NoBully
"['gabisa', 'anjing', 'gue', 'gabisa']",NoBully
"['result', 'cambodia', 'night', 'pols', 'minggu', 'september', 'shio', 'anjing', 'silahkan', 'isi', 'form', 'withdraw', 'jp', 'salam', 'jp', 'jabartoto']",NoBully
"['fuck', 'anjing', 'hahahahahah']",NoBully
"['alah', 'itu', 'adil', 'kadang', 'yang', 'hina', 'mata', 'manusia', 'berbeda', 'mata', 'alah', 'pelacur', 'yang', 'masuk', 'surga', 'gegara', 'minum', 'anjing', 'meningal', 'tidak', 'tau', 'ending', 'orang', 'hakim', 'saudaramu']",NoBully
"['anjing', 'ketemu', 'renjun', 'bangsat']",NoBully
"['gue', 'juga', 'anjing']",NoBully
"['anjing', 'gue']",NoBully
"['galang', 'anjing', 'babi', 'bangsat', 'tai', 'kucing', 'lo', 'galang', 'anjing', 'gue', 'doain', 'itu', 'kontol', 'tidak', 'muncrat', 'tai']",NoBully
"['lo', 'mendingan', 'kawin', 'anjing', 'aja', 'sudah', 'anaknya', 'mengongong', 'tidak', 'nangis']",Bully
"['anjing', 'gue', 'udah', 'kaget']",NoBully
"['gada', 'yang', 'peduli', 'anjing']",NoBully
"['anjing', 'karina', 'secakep', 'smlm']",NoBully
"['aduh', 'gue', 'stuck', 'bermenit', 'menit', 'pedih', 'lo', 'suka', 'banget', 'yak', 'sampai', 'berjuang', 'segitunya', 'lo', 'bego', 'sih', 'huhuhu', 'anjing', 'gue', 'aja', 'tidak', 'gue', 'burik', 'kak', 'part']",NoBully
"['prediksi', 'togel', 'sydney', 'september', 'angka', 'main', 'colok', 'bebas', 'd', 'sampai', 'top', 'd', 'top', 'd', 'top', 'd', 'shio', 'anjing', 'angka', 'twins', 'web', 'prediksi', 'flokitoto']",NoBully
"['obatku', 'anjing', 'gede']",NoBully
"['bulan', 'menhilang', 'dateng', 'bginila', 'hukum', 'alam', 'pergi', 'dasar', 'anjing', 'uda', 'capek', 'ma', 'tulus', 'stia', 'mala', 'hilang', 'pas', 'dateng', 'dgn', 'ucpan', 'manis', 'nya', 'anjing', 'uda', 'enak', 'jomblo', 'kesepian', 'orang', 'yang', 'tingalkan', 'saya', 'mnyesal']",NoBully
"['brengsek', 'lo', 'miya', 'gue', 'nangis', 'pagi', 'pagi', 'anjing']",NoBully
['anjing'],NoBully
"['anjing', 'gue', 'cape', 'cinta', 'sendri', 'gue', 'males', 'orng', 'gue', 'kesel', 'sumpah', 'gue', 'bete', 'prh', 'anjh']",NoBully
"['anjing', 'ketawa', 'banget']",NoBully
"['tai', 'anjing']",NoBully
"['parah', 'anjing', 'parah', 'no']",NoBully
"['terjerat', 'jaring', 'bayi', 'anjing', 'laut', 'diselamatkan', 'afsel']",NoBully
"['tau', 'anjing', 'ya']",NoBully
"['tanyarl', 'itu', 'namanya', 'nasi', 'kucing', 'tidak', 'pakai', 'daging', 'kucing', 'kalau', 'jual', 'nmanya', 'nasi', 'anjing', 'tidak', 'si', 'nama', 'aja', 'tidak', 'pakai', 'daging', 'anjing', 'beneran']",NoBully
"['bodoh', 'tolol', 'anjing', 'bangsat', 'goblok', 'diriku', 'kpd', 'diriku']",NoBully
"['juta', 'sebulan', 'beli', 'kopi', 'doang', 'anjing', 'pantes', 'miskin']",NoBully
"['emang', 'anjing', 'sadar', 'kh', 'u']",Bully
"['kontol', 'lo', 'anjing', 'bangsat', 'gue', 'belom', 'cair', 'tip', 'cepu', 'goblok']",NoBully
"['wekwan', 'anjing', 'emang']",NoBully
"['bangsat', 'ijo', 'anjing', 'gausah', 'klakson', 'tidak', 'motor', 'belajar', 'anjing', 'tolol', 'bahayain', 'orang', 'anjing', 'rausah', 'ngebut', 'cok', 'berisik', 'knalpot', 'jamet', 'kabupaten', 'polisi', 'tidur', 'segede', 'sudah', 'ya', 'alah', 'sih', 'orang', 'orang', 'bego', 'kaya', 'begini', 'dikasih', 'motor']",Bully
"['anjing', 'banget', 'minggu', 'gampang', 'banget', 'bangun', 'pagi', 'giliran', 'kerja', 'susah', 'banget', 'ampun']",NoBully
"['anjing', 'lo', 'hisung', 'cemburu', 'kayak']",NoBully
"['kampret', 'gue', 'iri', 'banget', 'anjing']",NoBully
"['gue', 'fokus', 'nonton', 'banget', 'sampai', 'mikirin', 'd', 'anjing', 'gue', 'dag', 'dig', 'dug', 'ser']",NoBully
"['anjing', 'kurap', 'lapar', 'ya']",NoBully
"['bacot', 'kamu', 'ngentot', 'kalau', 'panas', 'mah', 'panas', 'aja', 'anjing']",NoBully
"['sicepat', 'benar', 'benar', 'ya', 'anjing', 'ekspedisi', 'sampah', 'dari', 'ekspedisi', 'indonesia', 'si', 'cepat', 'aja', 'yang', 'lemotnya', 'main', 'barangnya', 'keburu', 'dipake', 'eh', 'cris', 'cros', 'anjeng', 'anjeng']",NoBully
"['minimal', 'nanya', 'goblok', 'kalau', 'gatau', 'bikin', 'indo', 'ban', 'lo', 'tolol', 'otak', 'tidak', 'pakai', 'komunitas', 'negara', 'india', 'mah', 'kompak', 'cepuin', 'negara', 'babi', 'gue', 'garap', 'round', 'kontol', 'lo', 'anjing']",Bully
"['babi', 'ketauan', 'anjing', 'ngesave', 'video', 'orang', 'tiktok']",NoBully
"['minggu', 'lonte', 'anjing', 'jalang']",Bully
"['jilat', 'sampai', 'daki', 'kuku', 'buzer', 'anjing', 'pemerintah', 'kasih', 'makan', 'anak', 'bini', 'lo', 'pakai', 'uang', 'panas']",NoBully
"['sender', 'baca', 'misuh', 'pakai', 'hangeul', 'aja', 'kali', 'ya', 'asu', 'jancuk', 'anak', 'setan', 'tai', 'anjing', 'babi']",NoBully
"['mahluk', 'anjing']",NoBully
"['beliau', 'tipe', 'orang', 'kalau', 'orang', 'nuding', 'beliau', 'itu', 'beliau', 'bodo', 'sangat', 'kayak', 'anjing', 'mengongong', 'kafilah', 'kalau', 'sampai', 'nyentuh', 'anaknya', 'itu', 'lo', 'membangunkan', 'singa', 'tidur', 'keadan', 'sudah', 'tidak', 'enak', 'banget', 'sampai', 'ditegur', 'ama', 'orang', 'tidak', 'suka', 'marah', 'kayak', 'beliau']",NoBully
"['emosi', 'emosi', 'banget', 'anjing']",NoBully
"['anjing', 'jujur', 'aku', 'kaget', 'banget', 'bacanya']",NoBully
"['oalah', 'anjing', 'gajadi', 'cover']",NoBully
"['anjing', 'gue', 'bangun', 'semalem', 'sama', 'anak', 'gc', 'ngomongin', 'spil', 'something', 'sama', 'pakin', 'satang', 'tidak', 'nyangka', 'lgsg', 'kabulin', 'sialan', 'ngomongin', 'ciuman', 'gemfot']",NoBully
"['tidak', 'anjing', 'becanda', 'doang']",NoBully
"['wkwk', 'keluarga', 'anjing']",NoBully
"['orang', 'kalau', 'ditempel', 'dideketin', 'hewan', 'kayak', 'kucing', 'anjing', 'random', 'aura', 'positif', 'auraku', 'positif', 'hm']",NoBully
"['piara', 'anjing', 'husky']",NoBully
"['kamu', 'itu', 'lucu', 'tapi', 'kaya', 'anjing']",NoBully
"['gara', 'gara', 'celeng', 'bikin', 'garis', 'senaknya', 'anjing', 'masuk']",NoBully
"['wkwk', 'kalau', 'ngejarnya', 'anjing', 'takut']",NoBully
"['jla', 'anjing', 'jla', 'plis', 'bru', 'ingat', 'kalau', 'nge', 'an', 'fol', 'kapi', 'rak', 'sih', 'mergo', 'kapi', 'rak', 'polbek', 'n', 'now']",NoBully
"['intel', 'anjing', 'bangsat', 'tai', 'babi', 'provokasi', 'busuk']",NoBully
"['keluarga', 'elu', 'anjing', 'kafir', 'monyet']",Bully
"['prediksi', 'togel', 'leds', 'september', 'angka', 'main', 'colok', 'bebas', 'd', 'sampai', 'top', 'd', 'top', 'd', 'top', 'd', 'shio', 'anjing', 'angka', 'twins', 'web', 'prediksi', 'flokitoto']",NoBully
['anjing'],NoBully
"['orang', 'tua', 'kalau', 'sudah', 'puber', 'anjing', 'banget']",NoBully
"['alegri', 'anjing']",NoBully
"['bentukan', 'jijel', 'jeno', 'anjing', 'gila', 'memang', 'perfect', 'body', 'banget']",NoBully
"['anjing', 'adam', 'gue', 'kesel', 'lo', 'plis', 'semoga', 'mimpinya', 'jefa', 'doang', 'sumpah', 'kesel', 'banget', 'adam', 'pdahal', 'gue', 'lo', 'njir', 'info', 'tampol', 'adam', 'gue', 'kesel', 'nangis']",NoBully
"['happy', 'birthday', 'beautiful', 'anjing', 'happy', 'birthday', 'anji']",NoBully
"['iqbal', 'anjing']",NoBully
"['prediksi', 'togel', 'dewata', 'pols', 'september', 'angka', 'main', 'colok', 'bebas', 'd', 'sampai', 'top', 'd', 'top', 'd', 'top', 'd', 'shio', 'anjing', 'angka', 'twins', 'web', 'prediksi', 'flokitoto']",NoBully
"['hahahah', 'real', 'anjing']",NoBully
"['mimpi', 'bu', 'etik', 'ngerjain', 'matematika', 'kelas', 'bangun', 'langsung', 'lemes', 'anjing']",NoBully
"['gapapa', 'gue', 'happy', 'banget', 'anjing', 'gue', 'gaboleh', 'sedih', 'pokonya']",NoBully
"['wkwkwk', 'ketawa', 'banget', 'anjing', 'aja', 'ngatain', 'jm', 'masuk', 'trending', 'tidak', 'shiper', 'hadah', 'makan', 'noh', 'trending']",NoBully
"['please', 'gue', 'cape', 'cape', 'banget', 'anjing', 'bangsat', 'tai', 'babi', 'monyet']",NoBully
"['napa', 'si', 'babi', 'ovt', 'cewe']",Bully
"['babi', 'tidak', 'sopan', 'sopanya', 'lo']",Bully
"['pen', 'culik', 'firfir', 'narak', 'mak']",NoBully
"['minum', 'susu', 'babi']",NoBully
"['omg', 'jwjwkwkask']",NoBully
"['sumpah', 'anjing', 'temen', 'slowrespon', 'banget', 'babi']",Bully
"['uang', 'hiburan', 'babi']",NoBully
"['that', 's', 'yah', 'ketahuan', 'babi']",NoBully
"['fuck', 'yu', 'alternator', 'itu', 'ganyampe', 'knock', 'sampai', 'low', 'aja', 'swehit', 'hit', 'pas', 'reload', 'sampah', 'babi']",NoBully
"['nak', 'tgk', 'tidak', 'babi']",NoBully
"['wkwkwkwk', 'gapapa', 'star', 'tidak', 'kuat', 'bzir', 'copelius', 'babi']",NoBully
"['gondo', 'sama', 'babi', 'lt']",Bully
"['hbd', 'cize']",NoBully
"['fans', 'faen', 'read', 'gun', 'atp', 'jujur', 'ngerasa', 'seneng', 'banget', 'babi', 'berasa', 'dihargai', 'banget', 'ofjum', 'bawa', 'babi', 'makasih', 'ya', 'ofjum', 'sudah', 'ingat', 'babi', 'sampai', 'menghargai', 'keberadan', 'babi']",NoBully
"['babi', 'semua']",NoBully
"['penat', 'babi']",NoBully
"['goblok', 'matamu', 'sudah', 'sen', 'iki', 'loh', 'panas', 'banget', 'babi', 'gue', 'sudah', 'mingir', 'anjing', 'mobil', 'klakson', 'dsri', 'huhu', 'tai', 'kena', 'jalan', 'berlubang', 'asu', 'nyapose', 'banter', 'banter', 'kabeh', 'ki', 'yalah', 'angine', 'banter', 'men', 'nyanyi', 'mobil', 'belajaran', 'ya', 'lo', 'silau', 'men']",NoBully
"['babi', 'orang', 'orang', 'pacaran', 'real', 'gue', 'juga', 'mau']",NoBully
"['lo', 'babi', 'gahar']",Bully
"['congratulations', 'namu']",NoBully
"['babi', 'lo', 'semua']",NoBully
"['dimana', 'nya', 'kak']",NoBully
"['zona', 'dimana', 'kak', 'plaza', 'tengara', 'iya']",NoBully
"['babi', 'ngetap', 'doang']",Bully
"['musnah', 'lo', 'bajingan', 'tolol', 'bego', 'monyet', 'bangsat', 'babi']",NoBully
"['lo', 'ngejek', 'banget', 'babi']",NoBully
"['hai', 'kak', 'dimana', 'ya']",NoBully
['nuhuh'],NoBully
"['mamah', 'berantem', 'kaka', 'gara', 'gara', 'mamah', 'bilang', 'sabun', 'cuci', 'itu', 'yang', 'ukuran', 'habis', 'kaka', 'gue', 'komporin', 'sepupu', 'mamah', 'bilang', 'kaka', 'gue', 'numpang', 'tidak', 'belin', 'sabun', 'wkwkwk', 'nyokap', 'gue', 'jantungnya', 'kumat', 'kaka', 'gue', 'kayak', 'ngerasa', 'bersalah', 'gitu', 'tai']",NoBully
"['anjir', 'niat', 'ngerjain', 'peta', 'gabisa', 'reclasify', 'error', 'babi']",NoBully
"['kocak', 'emang']",NoBully
"['semangat', 'bang', 'dikit', 'lagi', 'lucu']",Bully
"['makasih', 'lucu', 'babi', 'sih']",NoBully
"['alah', 'pepek', 'lo', 'host', 'problematik', 'nya', 'parah', 'dari', 'play', 'victim', 'banget', 'babi']",NoBully
"['cakep', 'banget', 'anjir', 'jangan', 'nyengol', 'hati', 'comelku', 'babi', 'huf', 'maaf', 'krusinh', 'trs', 'aku', 'mau', 'nabung', 'anjir', 'mngkin']",NoBully
"['pa', 'cahyo', 'itu', 'enak', 'ngajarinya', 'ketawa', 'ketiwi', 'tapi', 'gabisa', 'priv', 'babi']",NoBully
"['jelek', 'banget', 'babi', 'nangis', 'busway', 'siang', 'siang']",NoBully
"['yang', 'karena', 'yang']",NoBully
"['milih', 'babi']",NoBully
"['walah', 'babi', 'wowowkwkwk']",NoBully
"['dc', 'nya', 'serem', 'banget', 'temen', 'gue', 'pakai', 'nelfon', 'orang', 'tuanya', 'maki', 'maki', 'kayak', 'babi', 'dc', 'nya', 'anjir', 'ngancem']",NoBully
"['morning', 'memang', 'jaekyung', 'kontol', 'babi', 'memang']",NoBully
"['krl', 'manda', 'foto']",NoBully
"['pas', 'heheh']",NoBully
"['cape', 'ngerapihin', 'lupa', 'save', 'babi']",NoBully
"['babi', 'makasih', 'sudah', 'gue', 'ketawa']",NoBully
"['anjing', 'axis', 'tai', 'beli', 'paket', 'suka', 'suka', 'rebu', 'gb', 'isi', 'gb', 'doang', 'bangsat', 'sehari', 'doang', 'mah', 'babi']",NoBully
"['babi', 'tidur', 'sebentar', 'udah', 'kena', 'nightmare']",NoBully
"['ya', 'tidak', 'jangan', 'lgsg', 'diulti', 'gitulah', 'babi']",NoBully
"['bangsat', 'anjing', 'fuck', 'puki', 'bajingan', 'aish', 'shibal', 'babi', 'tai', 'monyed']",NoBully
"['otak', 'anjing', 'dehblo', 'anjing', 'bangsat', 'bencik', 'hgt', 'gue', 'kenjaku', 'babi']",NoBully
"['tidak', 'takut', 'jatuh', 'cinta', 'orang', 'sampai', 'banga', 'sangat', 'babi', 'kayak', 'diperhatin', 'ortu', 'gitu', 'loh', 'of', 'si', 'terang', 'terangan', 'gun', 'si', 'keliatan', 'cuek', 'aslinya', 'diem', 'perhatian', 'ditakutin', 'berubah', 'meninggalkan', 'ofgun']",NoBully
[],NoBully
"['tb', 'tb', 'nt', 'deket', 'sama', 'anjing', 'tidak', 'cerita', 'babi']",NoBully
"['emang', 'babi']",NoBully
"['nyolong', 'pialaku', 'bawa', 'pulang', 'pas', 'dipajang', 'sekolah', 'tidak', 'keurus']",NoBully
"['nyari', 'referensi', 'jurnal', 'kayak', 'babi', 'susahnya']",NoBully
"['babi', 'bangetlah', 'si', 'jere', 'woargh', 'ngucapin', 'serapah', 'tidak', 'puas', 'gue', 'ngamuknya', 'real', 'gue', 'aja', 'sudah', 'kehabisan', 'sumpah', 'serapah']",NoBully
"['babi', 'ngakak', 'banget']",NoBully
"['gue', 'ngingetin', 'ya', 'babi', 'sebenarnya', 'gue', 'pengen', 'ngomong', 'dancok', 'loh', 'gue', 'ngingetin', 'kontol', 'gue', 'gedeg', 'banget', 'lo', 'sumpah', 'disabarim', 'tidak', 'ngerti', 'banget', 'anjing', 'ngeselin', 'nya']",NoBully
"['tau', 'ah', 'mls', 'kalah', 'mulu', 'babi']",NoBully
"['gue', 'belum', 'sempet', 'anjir', 'pas', 'gue', 'nyari', 'udah', 'engga', 'babi', 'banget']",NoBully
"['kwidbeywkwiwkwk', 'babi']",NoBully
['jaiwkwjsowksnsjiw'],NoBully
"['bambam', 'solo', 'concert', 'in', 'mnl']",NoBully
['bajingan'],Bully
['bajingan'],Bully
"['bajingan', 'tolol', 'dongo', 'banget', 'emang', 'nya', 'dunia', 'rocky', 'gerung', 'doang', 'contoh', 'kau', 'pelacur', 'kampung', 'namanya', 'pelacur', 'kampung', 'mu', 'doang', 'betul', 'tidak', 'monyet']",Bully
"['amin', 'semoga', 'bajingan', 'tolol', 'sadar', 'ya']",NoBully
"['yang', 'lebih', 'bajingan', 'mrk', 'yang', 'menjadikan', 'anjing', 'china', 'polisi']",NoBully
"['omong', 'kosong', 'kayak', 'tidak', 'udah', 'dipercaya', 'pinokio', 'yang', 'jadi', 'buktinya']",NoBully
"['dasar', 'lonte', 'bajingan']",Bully
"['pulau', 'rempang', 'berduka', 'orang', 'in', 'kemana', 'aja', 'hilang', 'telan', 'bumi', 'sudah', 'kubur', 'ngepet', 'pindah', 'cari', 'sasaran', 'bisnis', 'investorx', 'coba', 'bajingan', 'tolol']",Bully
"['nyalain', 'tiktok', 'anjlok', 'semenjak', 'lo', 'daya', 'beli', 'orang', 'turun', 'planga', 'plongo']",NoBully
"['dungu', 'menyandang', 'gelar', 'bajingan', 'tolol']",NoBully
"['nya', 'bajingan']",NoBully
"['dongo', 'cari', 'uang', 'halal', 'ngerti', 'tidak', 'bajingan', 'tolol', 'nih', 'orang']",Bully
"['kades', 'pejabat', 'kelurahan', 'representasi', 'suara', 'rakyat', 'adil', 'bangsat', 'mengambil', 'kesimpulan', 'aspirasi', 'warganya', 'pro', 'kontra', 'jangan', 'yang', 'kontra', 'teprovokasi', 'kelompok', 'bajingan', 'tolol', 'aman', 'deh']",NoBully
"['bajingan', 'tolol', 'jelasin', 'komunis', 'orang', 'komunis', 'yang', 'bersemangat', 'komunis', 'dongo', 'banget', 'nih', 'orang', 'kena', 'jebakan', 'batman', 'gue']",Bully
"['buzerpki', 'munafik', 'bajingan', 'tolol', 'cebong', 'penjilat', 'bangsa', 'kader', 'abubu', 'in', 'engga', 'mengalahkan', 'anis', 'karna', 'ganjar', 'korupsi', 'ktp', 'wowok', 'pendukungx', 'sudah', 'kecewa', 'munafik']",Bully
"['menginjak', 'nginjak', 'gue', 'ngangep', 'gue', 'remeh', 'ngejadin', 'gue', 'sasaran', 'empuk', 'tindas', 'brengsek', 'bajingan', 'tolol', 'manusia', 'pantek']",NoBully
"['hukum', 'dunia', 'hukum', 'alam', 'kebal', 'camat', 'pelaku', 'bajingan', 'semoga', 'akhirat', 'terbalas', 'telak', 'kuat', 'tabah', 'ya', 'samsul', 'alah', 'naikin', 'derajat', 'martabat', 'keluarga', 'setingi', 'langit', 'sudah', 'kacau', 'sistem', 'hukum', 'negara']",Bully
"['huft', 'tidak', 'mengajarkan', 'km', 'mencintai', 'sagitarius', 'bajingan']",NoBully
"['temen', 'gue', 'brengsek', 'bajingan']",NoBully
"['bukti', 'negeri', 'dikuasai', 'bajingan']",Bully
"['dasar', 'bajingan', 'tolol']",Bully
"['emang', 'benar', 'ya', 'cewek', 'suka', 'cowok', 'bajingan', 'bilang', 'banget', 'pengen', 'meninggalkan', 'kocak', 'anjing', 'giliran', 'sudah', 'disakitin', 'cowok', 'koar', 'cowok', 'percaya']",NoBully
"['omdo', 'bp', 'presiden', 'ri', 'jo', 'o', 'widodo', 'kepala', 'negara', 'terpopuler', 'dunia', 'diakui', 'tetanga', 'negara', 'dekatnya', 'kepala', 'negara', 'adem', 'dermawan', 'segelintir', 'orang', 'warga', 'negaranya', 'cerdas', 'pengeritik', 'pedas', 'menyebut', 'bajingan', 'tenang']",NoBully
"['bajingan', 'tolol']",Bully
['bajingan'],Bully
"['kenyatan', 'realita', 'hidup', 'pedih', 'bajingan']",NoBully
"['bajingan', 'cakep', 'banget', 'winwin']",NoBully
"['aura', 'si', 'emang', 'negatif', 'bajingan', 'munafik', 'melekat', 'pd', 'si', 'anies']",Bully
"['kerja', 'bajingan', 'tolol', 'korup']",Bully
"['bajingan', 'tolol', 'yang', 'tidak', 'peduli', 'rkyat', 'tanah', 'd', 'rampas', 'rajanya', 'pesta', 'pora', 'kaya', 'jaman', 'kompeni', 'blanda']",Bully
"['namanya', 'kadrun', 'munafik', 'culas', 'bajingan', 'karakternya', 'dgn', 'kader']",Bully
"['kerja', 'bajingan', 'tolol']",Bully
"['ngapain', 'pelet', 'bajingan', 'kayak']",NoBully
"['proyek', 'rela', 'dijebak', 'hutang', 'sama', 'kakak', 'emang', 'bajingan', 'tolol', 'ajak', 'kakak', 'bsr', 'kc', 'negaranya', 'bikin', 'proyek', 'yang', 'ktnya', 'btob', 'tidak', 'pakai', 'jaminan', 'apbn', 'bunga', 'hutang', 'jepang', 'anehnya', 'sekarang', 'jadi', 'bunga', 'molor', 'bengkak', 'koq', 'tidak', 'didenda', 'finalty']",NoBully
['bajingan'],Bully
"['sumpah', 'ya', 'menunggu', 'kabar', 'kontraknya', 'blackpink', 'kayak', 'gue', 'menunggu', 'kabar', 'mashidam', 'grup', 'ovt', 'mikir', 'terburuk', 'yang', 'pd', 'beneran', 'kejadian', 'emang', 'ditunda', 'tunda', 'aja', 'yang', 'nyakitin', 'gue', 'itu', 'si', 'bajingan', 'sih']",NoBully
"['baca', 'alhamdulilah', 'sudah', 'diangap', 'calon', 'surga', 'mau', 'dimadu', 'ups']",NoBully
"['mg', 'bajingan', 'rejim', 'si', 'jokowi']",NoBully
"['bajingan', 'emang', 'didzalimi', 'yang', 'dzalim']",NoBully
"['bajingan', 'ngabisin', 'duit', 'rakyat']",Bully
"['baja', 'bajingan']",Bully
"['no', 'komen', 'mau', 'jadi', 'kacung', 'oligarki', 'mau', 'jadi', 'artis', 'goblok', 'sih', 'derita', 'lo', 'bodoh', 'gue', 'tapi', 'pilih', 'anies']",NoBully
"['dah', 'bngun', 'atw', 'belum', 'tdur', 'ksian', 'km', 'psti', 'mikirin', 'bajingan', 'yh']",NoBully
