full_text,Label
"['yang', 'lebih', 'bajingan', 'mrk', 'yang', 'menjadikan', 'anjing', 'china', 'polisi']",Bully
"['result', 'carolina', 'day', 'minggu', 'september', 'shio', 'anjing', 'silahkan', 'isi', 'form', 'withdraw', 'jp', 'salam', 'jp', 'jabartoto']",Bully
"['cina', 'anjing']",Bully
"['her', 'marah', 'and', 'literaly', 'saying', 'one', 'of', 'the', 'meanest', 'thing', 'to', 'me', 'me', 'maaf', 'berkali', 'kali', 'padahal', 'bukan', 'gue', 'yang', 'salah', 'wek', 'later', 'me', 'cmn', 'ngmong', 'jokes', 'lo', 'tidak', 'lucu', 'anjing', 'gue', 'tersingung', 'her', 'sih', 'ngentot', 'sensi', 'sangat', 'baperan', 'jokes', 'doang']",Bully
"['st', 'of', 'al', 'boston', 'anjing', 'sebel', 'belagu', 'sangat', 'giliran', 'ulti', 'sama', 'mew', 'ciut', 'lo', 'muntah']",NoBully
"['semoga', 'dikasih', 'mimpi', 'dikejar', 'anjing']",Bully
"['tulis', 'aja', 'langsung', 'anak', 'arab', 'anjing', 'banget', 'lo', 'ngespil', 'gitu', 'aja', 'monyet']",Bully
"['sapa', 'nk', 'dengar', 'salakan', 'raja', 'anjing', 'bangsat', 'gila', 'sb', 'dedak', 'babi', 'nk', 'abis', 'pukimak', 'kau', 'sial']",Bully
"['cina', 'anjing']",Bully
"['gue', 'muter', 'muter', 'kayak', 'orang', 'tolol', 'anjing', 'kayaknye', 'efek', 'earing']",Bully
"['bangsat', 'anjing', 'bilang', 'aja', 'lo', 'tidak', 'belikan', 'gue']",Bully
['anjing'],Bully
"['anjing', 'gue', 'cemburu']",Bully
"['gue', 'wanti', 'wanti', 'banget', 'ya', 'anjing', 'biar', 'tidak', 'brengsek', 'gue', 'kena', 'kontol']",Bully
"['tinggal', 'dibersihkan', 'salah', 'si', 'anjing']",Bully
"['gebrakan', 'gue', 'bangun', 'anjing']",Bully
"['uninstal', 'monopolygo', 'sbelum', 'kecoh', 'israel', 'koyak', 'spin', 'event', 'kayak', 'bodoh', 'itu', 'deal', 'bnyak', 'ciput', 'dadu', 'habis', 'anjing', 'punye', 'game']",Bully
"['pas', 'yang', 'otomatis', 'ngomong', 'anjing', 'bangsat']",Bully
"['sumpah', 'lucu', 'banget', 'anjing', 'hahahahahaha']",Bully
"['result', 'brazil', 'night', 'pols', 'minggu', 'september', 'shio', 'anjing', 'silahkan', 'isi', 'form', 'withdraw', 'jp', 'salam', 'jp', 'jabartoto']",Bully
"['kaget', 'anjir', 'mantan', 'buka', 'pintu', 'kost', 'cuman', 'pakai', 'cd', 'anjing']",Bully
"['gila', 'gue', 'kayak', 'mama', 'muda', 'jam', 'anjing', 'gue', 'nangis', 'gara', 'kedinginan']",Bully
"['konyol', 'anjing', 'lo', 'hidup', 'bareng', 'badut', 'it', 'aja', 'anjir', 'ketawa']",Bully
"['gabisa', 'anjing', 'gue', 'gabisa']",Bully
"['result', 'cambodia', 'night', 'pols', 'minggu', 'september', 'shio', 'anjing', 'silahkan', 'isi', 'form', 'withdraw', 'jp', 'salam', 'jp', 'jabartoto']",Bully
"['fuck', 'anjing', 'hahahahahah']",Bully
"['alah', 'itu', 'adil', 'kadang', 'yang', 'hina', 'mata', 'manusia', 'berbeda', 'mata', 'alah', 'pelacur', 'yang', 'masuk', 'surga', 'gegara', 'minum', 'anjing', 'meningal', 'tidak', 'tau', 'ending', 'orang', 'hakim', 'saudaramu']",Bully
"['anjing', 'ketemu', 'renjun', 'bangsat']",Bully
"['gue', 'juga', 'anjing']",Bully
"['anjing', 'gue']",Bully
"['galang', 'anjing', 'babi', 'bangsat', 'tai', 'kucing', 'lo', 'galang', 'anjing', 'gue', 'doain', 'itu', 'kontol', 'tidak', 'muncrat', 'tai']",Bully
"['lo', 'mendingan', 'kawin', 'anjing', 'aja', 'sudah', 'anaknya', 'mengongong', 'tidak', 'nangis']",NoBully
"['anjing', 'gue', 'udah', 'kaget']",Bully
"['gada', 'yang', 'peduli', 'anjing']",Bully
"['anjing', 'karina', 'secakep', 'smlm']",Bully
"['aduh', 'gue', 'stuck', 'bermenit', 'menit', 'pedih', 'lo', 'suka', 'banget', 'yak', 'sampai', 'berjuang', 'segitunya', 'lo', 'bego', 'sih', 'huhuhu', 'anjing', 'gue', 'aja', 'tidak', 'gue', 'burik', 'kak', 'part']",Bully
"['prediksi', 'togel', 'sydney', 'september', 'angka', 'main', 'colok', 'bebas', 'd', 'sampai', 'top', 'd', 'top', 'd', 'top', 'd', 'shio', 'anjing', 'angka', 'twins', 'web', 'prediksi', 'flokitoto']",Bully
"['obatku', 'anjing', 'gede']",Bully
"['bulan', 'menhilang', 'dateng', 'bginila', 'hukum', 'alam', 'pergi', 'dasar', 'anjing', 'uda', 'capek', 'ma', 'tulus', 'stia', 'mala', 'hilang', 'pas', 'dateng', 'dgn', 'ucpan', 'manis', 'nya', 'anjing', 'uda', 'enak', 'jomblo', 'kesepian', 'orang', 'yang', 'tingalkan', 'saya', 'mnyesal']",Bully
"['brengsek', 'lo', 'miya', 'gue', 'nangis', 'pagi', 'pagi', 'anjing']",Bully
['anjing'],Bully
"['anjing', 'gue', 'cape', 'cinta', 'sendri', 'gue', 'males', 'orng', 'gue', 'kesel', 'sumpah', 'gue', 'bete', 'prh', 'anjh']",Bully
"['anjing', 'ketawa', 'banget']",Bully
"['tai', 'anjing']",Bully
"['parah', 'anjing', 'parah', 'no']",Bully
"['terjerat', 'jaring', 'bayi', 'anjing', 'laut', 'diselamatkan', 'afsel']",Bully
"['tau', 'anjing', 'ya']",Bully
"['tanyarl', 'itu', 'namanya', 'nasi', 'kucing', 'tidak', 'pakai', 'daging', 'kucing', 'kalau', 'jual', 'nmanya', 'nasi', 'anjing', 'tidak', 'si', 'nama', 'aja', 'tidak', 'pakai', 'daging', 'anjing', 'beneran']",Bully
"['bodoh', 'tolol', 'anjing', 'bangsat', 'goblok', 'diriku', 'kpd', 'diriku']",Bully
"['juta', 'sebulan', 'beli', 'kopi', 'doang', 'anjing', 'pantes', 'miskin']",Bully
"['emang', 'anjing', 'sadar', 'kh', 'u']",NoBully
"['kontol', 'lo', 'anjing', 'bangsat', 'gue', 'belom', 'cair', 'tip', 'cepu', 'goblok']",Bully
"['wekwan', 'anjing', 'emang']",Bully
"['bangsat', 'ijo', 'anjing', 'gausah', 'klakson', 'tidak', 'motor', 'belajar', 'anjing', 'tolol', 'bahayain', 'orang', 'anjing', 'rausah', 'ngebut', 'cok', 'berisik', 'knalpot', 'jamet', 'kabupaten', 'polisi', 'tidur', 'segede', 'sudah', 'ya', 'alah', 'sih', 'orang', 'orang', 'bego', 'kaya', 'begini', 'dikasih', 'motor']",NoBully
"['anjing', 'banget', 'minggu', 'gampang', 'banget', 'bangun', 'pagi', 'giliran', 'kerja', 'susah', 'banget', 'ampun']",Bully
"['anjing', 'lo', 'hisung', 'cemburu', 'kayak']",Bully
"['kampret', 'gue', 'iri', 'banget', 'anjing']",Bully
"['gue', 'fokus', 'nonton', 'banget', 'sampai', 'mikirin', 'd', 'anjing', 'gue', 'dag', 'dig', 'dug', 'ser']",Bully
"['anjing', 'kurap', 'lapar', 'ya']",Bully
"['bacot', 'kamu', 'ngentot', 'kalau', 'panas', 'mah', 'panas', 'aja', 'anjing']",Bully
"['sicepat', 'benar', 'benar', 'ya', 'anjing', 'ekspedisi', 'sampah', 'dari', 'ekspedisi', 'indonesia', 'si', 'cepat', 'aja', 'yang', 'lemotnya', 'main', 'barangnya', 'keburu', 'dipake', 'eh', 'cris', 'cros', 'anjeng', 'anjeng']",Bully
"['minimal', 'nanya', 'goblok', 'kalau', 'gatau', 'bikin', 'indo', 'ban', 'lo', 'tolol', 'otak', 'tidak', 'pakai', 'komunitas', 'negara', 'india', 'mah', 'kompak', 'cepuin', 'negara', 'babi', 'gue', 'garap', 'round', 'kontol', 'lo', 'anjing']",NoBully
"['babi', 'ketauan', 'anjing', 'ngesave', 'video', 'orang', 'tiktok']",Bully
"['minggu', 'lonte', 'anjing', 'jalang']",NoBully
"['jilat', 'sampai', 'daki', 'kuku', 'buzer', 'anjing', 'pemerintah', 'kasih', 'makan', 'anak', 'bini', 'lo', 'pakai', 'uang', 'panas']",Bully
"['sender', 'baca', 'misuh', 'pakai', 'hangeul', 'aja', 'kali', 'ya', 'asu', 'jancuk', 'anak', 'setan', 'tai', 'anjing', 'babi']",Bully
"['mahluk', 'anjing']",Bully
"['beliau', 'tipe', 'orang', 'kalau', 'orang', 'nuding', 'beliau', 'itu', 'beliau', 'bodo', 'sangat', 'kayak', 'anjing', 'mengongong', 'kafilah', 'kalau', 'sampai', 'nyentuh', 'anaknya', 'itu', 'lo', 'membangunkan', 'singa', 'tidur', 'keadan', 'sudah', 'tidak', 'enak', 'banget', 'sampai', 'ditegur', 'ama', 'orang', 'tidak', 'suka', 'marah', 'kayak', 'beliau']",Bully
"['emosi', 'emosi', 'banget', 'anjing']",Bully
"['anjing', 'jujur', 'aku', 'kaget', 'banget', 'bacanya']",Bully
"['oalah', 'anjing', 'gajadi', 'cover']",Bully
"['anjing', 'gue', 'bangun', 'semalem', 'sama', 'anak', 'gc', 'ngomongin', 'spil', 'something', 'sama', 'pakin', 'satang', 'tidak', 'nyangka', 'lgsg', 'kabulin', 'sialan', 'ngomongin', 'ciuman', 'gemfot']",Bully
"['tidak', 'anjing', 'becanda', 'doang']",Bully
"['wkwk', 'keluarga', 'anjing']",Bully
"['orang', 'kalau', 'ditempel', 'dideketin', 'hewan', 'kayak', 'kucing', 'anjing', 'random', 'aura', 'positif', 'auraku', 'positif', 'hm']",Bully
"['piara', 'anjing', 'husky']",Bully
"['kamu', 'itu', 'lucu', 'tapi', 'kaya', 'anjing']",Bully
"['gara', 'gara', 'celeng', 'bikin', 'garis', 'senaknya', 'anjing', 'masuk']",Bully
"['wkwk', 'kalau', 'ngejarnya', 'anjing', 'takut']",Bully
"['jla', 'anjing', 'jla', 'plis', 'bru', 'ingat', 'kalau', 'nge', 'an', 'fol', 'kapi', 'rak', 'sih', 'mergo', 'kapi', 'rak', 'polbek', 'n', 'now']",Bully
"['intel', 'anjing', 'bangsat', 'tai', 'babi', 'provokasi', 'busuk']",Bully
"['keluarga', 'elu', 'anjing', 'kafir', 'monyet']",NoBully
"['prediksi', 'togel', 'leds', 'september', 'angka', 'main', 'colok', 'bebas', 'd', 'sampai', 'top', 'd', 'top', 'd', 'top', 'd', 'shio', 'anjing', 'angka', 'twins', 'web', 'prediksi', 'flokitoto']",Bully
['anjing'],Bully
"['orang', 'tua', 'kalau', 'sudah', 'puber', 'anjing', 'banget']",Bully
"['alegri', 'anjing']",Bully
"['bentukan', 'jijel', 'jeno', 'anjing', 'gila', 'memang', 'perfect', 'body', 'banget']",Bully
"['anjing', 'adam', 'gue', 'kesel', 'lo', 'plis', 'semoga', 'mimpinya', 'jefa', 'doang', 'sumpah', 'kesel', 'banget', 'adam', 'pdahal', 'gue', 'lo', 'njir', 'info', 'tampol', 'adam', 'gue', 'kesel', 'nangis']",Bully
"['happy', 'birthday', 'beautiful', 'anjing', 'happy', 'birthday', 'anji']",Bully
"['iqbal', 'anjing']",Bully
"['prediksi', 'togel', 'dewata', 'pols', 'september', 'angka', 'main', 'colok', 'bebas', 'd', 'sampai', 'top', 'd', 'top', 'd', 'top', 'd', 'shio', 'anjing', 'angka', 'twins', 'web', 'prediksi', 'flokitoto']",Bully
"['hahahah', 'real', 'anjing']",Bully
"['mimpi', 'bu', 'etik', 'ngerjain', 'matematika', 'kelas', 'bangun', 'langsung', 'lemes', 'anjing']",Bully
"['gapapa', 'gue', 'happy', 'banget', 'anjing', 'gue', 'gaboleh', 'sedih', 'pokonya']",Bully
"['wkwkwk', 'ketawa', 'banget', 'anjing', 'aja', 'ngatain', 'jm', 'masuk', 'trending', 'tidak', 'shiper', 'hadah', 'makan', 'noh', 'trending']",Bully
"['please', 'gue', 'cape', 'cape', 'banget', 'anjing', 'bangsat', 'tai', 'babi', 'monyet']",Bully
"['napa', 'si', 'babi', 'ovt', 'cewe']",NoBully
"['babi', 'tidak', 'sopan', 'sopanya', 'lo']",NoBully
"['pen', 'culik', 'firfir', 'narak', 'mak']",Bully
"['minum', 'susu', 'babi']",Bully
"['omg', 'jwjwkwkask']",Bully
"['sumpah', 'anjing', 'temen', 'slowrespon', 'banget', 'babi']",NoBully
"['uang', 'hiburan', 'babi']",Bully
"['that', 's', 'yah', 'ketahuan', 'babi']",Bully
"['fuck', 'yu', 'alternator', 'itu', 'ganyampe', 'knock', 'sampai', 'low', 'aja', 'swehit', 'hit', 'pas', 'reload', 'sampah', 'babi']",Bully
"['nak', 'tgk', 'tidak', 'babi']",Bully
"['wkwkwkwk', 'gapapa', 'star', 'tidak', 'kuat', 'bzir', 'copelius', 'babi']",Bully
"['gondo', 'sama', 'babi', 'lt']",NoBully
"['hbd', 'cize']",Bully
"['fans', 'faen', 'read', 'gun', 'atp', 'jujur', 'ngerasa', 'seneng', 'banget', 'babi', 'berasa', 'dihargai', 'banget', 'ofjum', 'bawa', 'babi', 'makasih', 'ya', 'ofjum', 'sudah', 'ingat', 'babi', 'sampai', 'menghargai', 'keberadan', 'babi']",Bully
"['babi', 'semua']",Bully
"['penat', 'babi']",Bully
"['goblok', 'matamu', 'sudah', 'sen', 'iki', 'loh', 'panas', 'banget', 'babi', 'gue', 'sudah', 'mingir', 'anjing', 'mobil', 'klakson', 'dsri', 'huhu', 'tai', 'kena', 'jalan', 'berlubang', 'asu', 'nyapose', 'banter', 'banter', 'kabeh', 'ki', 'yalah', 'angine', 'banter', 'men', 'nyanyi', 'mobil', 'belajaran', 'ya', 'lo', 'silau', 'men']",Bully
"['babi', 'orang', 'orang', 'pacaran', 'real', 'gue', 'juga', 'mau']",Bully
"['lo', 'babi', 'gahar']",NoBully
"['congratulations', 'namu']",Bully
"['babi', 'lo', 'semua']",Bully
"['dimana', 'nya', 'kak']",Bully
"['zona', 'dimana', 'kak', 'plaza', 'tengara', 'iya']",Bully
"['babi', 'ngetap', 'doang']",NoBully
"['musnah', 'lo', 'bajingan', 'tolol', 'bego', 'monyet', 'bangsat', 'babi']",Bully
"['lo', 'ngejek', 'banget', 'babi']",Bully
"['hai', 'kak', 'dimana', 'ya']",Bully
['nuhuh'],Bully
"['mamah', 'berantem', 'kaka', 'gara', 'gara', 'mamah', 'bilang', 'sabun', 'cuci', 'itu', 'yang', 'ukuran', 'habis', 'kaka', 'gue', 'komporin', 'sepupu', 'mamah', 'bilang', 'kaka', 'gue', 'numpang', 'tidak', 'belin', 'sabun', 'wkwkwk', 'nyokap', 'gue', 'jantungnya', 'kumat', 'kaka', 'gue', 'kayak', 'ngerasa', 'bersalah', 'gitu', 'tai']",Bully
"['anjir', 'niat', 'ngerjain', 'peta', 'gabisa', 'reclasify', 'error', 'babi']",Bully
"['kocak', 'emang']",Bully
"['semangat', 'bang', 'dikit', 'lagi', 'lucu']",NoBully
"['makasih', 'lucu', 'babi', 'sih']",Bully
"['alah', 'pepek', 'lo', 'host', 'problematik', 'nya', 'parah', 'dari', 'play', 'victim', 'banget', 'babi']",Bully
"['cakep', 'banget', 'anjir', 'jangan', 'nyengol', 'hati', 'comelku', 'babi', 'huf', 'maaf', 'krusinh', 'trs', 'aku', 'mau', 'nabung', 'anjir', 'mngkin']",Bully
"['pa', 'cahyo', 'itu', 'enak', 'ngajarinya', 'ketawa', 'ketiwi', 'tapi', 'gabisa', 'priv', 'babi']",Bully
"['jelek', 'banget', 'babi', 'nangis', 'busway', 'siang', 'siang']",Bully
"['yang', 'karena', 'yang']",Bully
"['milih', 'babi']",Bully
"['walah', 'babi', 'wowowkwkwk']",Bully
"['dc', 'nya', 'serem', 'banget', 'temen', 'gue', 'pakai', 'nelfon', 'orang', 'tuanya', 'maki', 'maki', 'kayak', 'babi', 'dc', 'nya', 'anjir', 'ngancem']",Bully
"['morning', 'memang', 'jaekyung', 'kontol', 'babi', 'memang']",Bully
"['krl', 'manda', 'foto']",Bully
"['pas', 'heheh']",Bully
"['cape', 'ngerapihin', 'lupa', 'save', 'babi']",Bully
"['babi', 'makasih', 'sudah', 'gue', 'ketawa']",Bully
"['anjing', 'axis', 'tai', 'beli', 'paket', 'suka', 'suka', 'rebu', 'gb', 'isi', 'gb', 'doang', 'bangsat', 'sehari', 'doang', 'mah', 'babi']",Bully
"['babi', 'tidur', 'sebentar', 'udah', 'kena', 'nightmare']",Bully
"['ya', 'tidak', 'jangan', 'lgsg', 'diulti', 'gitulah', 'babi']",Bully
"['bangsat', 'anjing', 'fuck', 'puki', 'bajingan', 'aish', 'shibal', 'babi', 'tai', 'monyed']",Bully
"['otak', 'anjing', 'dehblo', 'anjing', 'bangsat', 'bencik', 'hgt', 'gue', 'kenjaku', 'babi']",Bully
"['tidak', 'takut', 'jatuh', 'cinta', 'orang', 'sampai', 'banga', 'sangat', 'babi', 'kayak', 'diperhatin', 'ortu', 'gitu', 'loh', 'of', 'si', 'terang', 'terangan', 'gun', 'si', 'keliatan', 'cuek', 'aslinya', 'diem', 'perhatian', 'ditakutin', 'berubah', 'meninggalkan', 'ofgun']",Bully
[],Bully
"['tb', 'tb', 'nt', 'deket', 'sama', 'anjing', 'tidak', 'cerita', 'babi']",Bully
"['emang', 'babi']",Bully
"['nyolong', 'pialaku', 'bawa', 'pulang', 'pas', 'dipajang', 'sekolah', 'tidak', 'keurus']",Bully
"['nyari', 'referensi', 'jurnal', 'kayak', 'babi', 'susahnya']",Bully
"['babi', 'bangetlah', 'si', 'jere', 'woargh', 'ngucapin', 'serapah', 'tidak', 'puas', 'gue', 'ngamuknya', 'real', 'gue', 'aja', 'sudah', 'kehabisan', 'sumpah', 'serapah']",Bully
"['babi', 'ngakak', 'banget']",Bully
"['gue', 'ngingetin', 'ya', 'babi', 'sebenarnya', 'gue', 'pengen', 'ngomong', 'dancok', 'loh', 'gue', 'ngingetin', 'kontol', 'gue', 'gedeg', 'banget', 'lo', 'sumpah', 'disabarim', 'tidak', 'ngerti', 'banget', 'anjing', 'ngeselin', 'nya']",Bully
"['tau', 'ah', 'mls', 'kalah', 'mulu', 'babi']",Bully
"['gue', 'belum', 'sempet', 'anjir', 'pas', 'gue', 'nyari', 'udah', 'engga', 'babi', 'banget']",Bully
"['kwidbeywkwiwkwk', 'babi']",Bully
['jaiwkwjsowksnsjiw'],Bully
"['bambam', 'solo', 'concert', 'in', 'mnl']",Bully
['bajingan'],NoBully
['bajingan'],NoBully
"['bajingan', 'tolol', 'dongo', 'banget', 'emang', 'nya', 'dunia', 'rocky', 'gerung', 'doang', 'contoh', 'kau', 'pelacur', 'kampung', 'namanya', 'pelacur', 'kampung', 'mu', 'doang', 'betul', 'tidak', 'monyet']",NoBully
"['amin', 'semoga', 'bajingan', 'tolol', 'sadar', 'ya']",Bully
"['yang', 'lebih', 'bajingan', 'mrk', 'yang', 'menjadikan', 'anjing', 'china', 'polisi']",Bully
"['omong', 'kosong', 'kayak', 'tidak', 'udah', 'dipercaya', 'pinokio', 'yang', 'jadi', 'buktinya']",Bully
"['dasar', 'lonte', 'bajingan']",NoBully
"['pulau', 'rempang', 'berduka', 'orang', 'in', 'kemana', 'aja', 'hilang', 'telan', 'bumi', 'sudah', 'kubur', 'ngepet', 'pindah', 'cari', 'sasaran', 'bisnis', 'investorx', 'coba', 'bajingan', 'tolol']",NoBully
"['nyalain', 'tiktok', 'anjlok', 'semenjak', 'lo', 'daya', 'beli', 'orang', 'turun', 'planga', 'plongo']",Bully
"['dungu', 'menyandang', 'gelar', 'bajingan', 'tolol']",Bully
"['nya', 'bajingan']",Bully
"['dongo', 'cari', 'uang', 'halal', 'ngerti', 'tidak', 'bajingan', 'tolol', 'nih', 'orang']",NoBully
"['kades', 'pejabat', 'kelurahan', 'representasi', 'suara', 'rakyat', 'adil', 'bangsat', 'mengambil', 'kesimpulan', 'aspirasi', 'warganya', 'pro', 'kontra', 'jangan', 'yang', 'kontra', 'teprovokasi', 'kelompok', 'bajingan', 'tolol', 'aman', 'deh']",Bully
"['bajingan', 'tolol', 'jelasin', 'komunis', 'orang', 'komunis', 'yang', 'bersemangat', 'komunis', 'dongo', 'banget', 'nih', 'orang', 'kena', 'jebakan', 'batman', 'gue']",NoBully
"['buzerpki', 'munafik', 'bajingan', 'tolol', 'cebong', 'penjilat', 'bangsa', 'kader', 'abubu', 'in', 'engga', 'mengalahkan', 'anis', 'karna', 'ganjar', 'korupsi', 'ktp', 'wowok', 'pendukungx', 'sudah', 'kecewa', 'munafik']",NoBully
"['menginjak', 'nginjak', 'gue', 'ngangep', 'gue', 'remeh', 'ngejadin', 'gue', 'sasaran', 'empuk', 'tindas', 'brengsek', 'bajingan', 'tolol', 'manusia', 'pantek']",Bully
"['hukum', 'dunia', 'hukum', 'alam', 'kebal', 'camat', 'pelaku', 'bajingan', 'semoga', 'akhirat', 'terbalas', 'telak', 'kuat', 'tabah', 'ya', 'samsul', 'alah', 'naikin', 'derajat', 'martabat', 'keluarga', 'setingi', 'langit', 'sudah', 'kacau', 'sistem', 'hukum', 'negara']",NoBully
"['huft', 'tidak', 'mengajarkan', 'km', 'mencintai', 'sagitarius', 'bajingan']",Bully
"['temen', 'gue', 'brengsek', 'bajingan']",Bully
"['bukti', 'negeri', 'dikuasai', 'bajingan']",NoBully
"['dasar', 'bajingan', 'tolol']",NoBully
"['emang', 'benar', 'ya', 'cewek', 'suka', 'cowok', 'bajingan', 'bilang', 'banget', 'pengen', 'meninggalkan', 'kocak', 'anjing', 'giliran', 'sudah', 'disakitin', 'cowok', 'koar', 'cowok', 'percaya']",Bully
"['omdo', 'bp', 'presiden', 'ri', 'jo', 'o', 'widodo', 'kepala', 'negara', 'terpopuler', 'dunia', 'diakui', 'tetanga', 'negara', 'dekatnya', 'kepala', 'negara', 'adem', 'dermawan', 'segelintir', 'orang', 'warga', 'negaranya', 'cerdas', 'pengeritik', 'pedas', 'menyebut', 'bajingan', 'tenang']",Bully
"['bajingan', 'tolol']",NoBully
['bajingan'],NoBully
"['kenyatan', 'realita', 'hidup', 'pedih', 'bajingan']",Bully
"['bajingan', 'cakep', 'banget', 'winwin']",Bully
"['aura', 'si', 'emang', 'negatif', 'bajingan', 'munafik', 'melekat', 'pd', 'si', 'anies']",NoBully
"['kerja', 'bajingan', 'tolol', 'korup']",NoBully
"['bajingan', 'tolol', 'yang', 'tidak', 'peduli', 'rkyat', 'tanah', 'd', 'rampas', 'rajanya', 'pesta', 'pora', 'kaya', 'jaman', 'kompeni', 'blanda']",NoBully
"['namanya', 'kadrun', 'munafik', 'culas', 'bajingan', 'karakternya', 'dgn', 'kader']",NoBully
"['kerja', 'bajingan', 'tolol']",NoBully
"['ngapain', 'pelet', 'bajingan', 'kayak']",Bully
"['proyek', 'rela', 'dijebak', 'hutang', 'sama', 'kakak', 'emang', 'bajingan', 'tolol', 'ajak', 'kakak', 'bsr', 'kc', 'negaranya', 'bikin', 'proyek', 'yang', 'ktnya', 'btob', 'tidak', 'pakai', 'jaminan', 'apbn', 'bunga', 'hutang', 'jepang', 'anehnya', 'sekarang', 'jadi', 'bunga', 'molor', 'bengkak', 'koq', 'tidak', 'didenda', 'finalty']",Bully
['bajingan'],NoBully
"['sumpah', 'ya', 'menunggu', 'kabar', 'kontraknya', 'blackpink', 'kayak', 'gue', 'menunggu', 'kabar', 'mashidam', 'grup', 'ovt', 'mikir', 'terburuk', 'yang', 'pd', 'beneran', 'kejadian', 'emang', 'ditunda', 'tunda', 'aja', 'yang', 'nyakitin', 'gue', 'itu', 'si', 'bajingan', 'sih']",Bully
"['baca', 'alhamdulilah', 'sudah', 'diangap', 'calon', 'surga', 'mau', 'dimadu', 'ups']",Bully
"['mg', 'bajingan', 'rejim', 'si', 'jokowi']",Bully
"['bajingan', 'emang', 'didzalimi', 'yang', 'dzalim']",Bully
"['bajingan', 'ngabisin', 'duit', 'rakyat']",NoBully
"['baja', 'bajingan']",NoBully
"['no', 'komen', 'mau', 'jadi', 'kacung', 'oligarki', 'mau', 'jadi', 'artis', 'goblok', 'sih', 'derita', 'lo', 'bodoh', 'gue', 'tapi', 'pilih', 'anies']",Bully
"['dah', 'bngun', 'atw', 'belum', 'tdur', 'ksian', 'km', 'psti', 'mikirin', 'bajingan', 'yh']",Bully
"['bajingan', 'tolol', 'luh', 'sih', 'monyet', 'elu', 'menghina', 'pilihan', 'orang', 'monyet', 'kalau', 'elu', 'benci', 'agama', 'pindah', 'tiongkok', 'komunis', 'aja', 'disana', 'komunitas', 'luh', 'hidup', 'lo', 'dipersulit', 'elu', 'tidak', 'suka', 'agama', 'tinggal', 'indo', 'elu', 'mati', 'berdiri', 'kiri', 'kanan', 'beragama']",NoBully
