full_text,Label,predicted_label
"['heboh', 'penata', 'rambutnya', 'outfitnya', 'elo', 'yang', 'artisnya', 'geblek']",NoBully,Bully
"['dasare', 'geblek', 'pancen', 'ngono']",Bully,NoBully
"['barca', 'gila']",NoBully,Bully
"['shimkongz', 'beneran', 'sudah', 'gila']",NoBully,Bully
"['dkomen', 'yang', 'bilang', 'fans', 'yang', 'sngaja', 'ship', 'jangan', 'goblok', 'fans', 'laki', 'yang', 'ngship', 'dari', 'jaman', 'era', 'who', 'dis', 'dulu', 'd', 'ytube', 'sudah', 'dluan', 'jadi', 'fans', 'kpop', 'tapi', 'kalah', 'segi', 'pemikiran', 'dari', 'fans', 'dita', 'yang', 'cm', 'angap', 'hiburan', 'doang', 'alias', 'cocoklogi', 'fiktif', 'blok', 'goblok']",NoBully,Bully
"['goblok', 'benar', 'lakinya']",NoBully,Bully
"['lo', 'goblok', 'dulunya', 'pinter', 'jadi', 'buzerpnis', 'kontol', 'tl']",NoBully,Bully
"['undang', 'undang', 'sialan', 'orang', 'goblok', 'senayan', 'mendukungnya', 'eh', 'iya', 'goblok']",NoBully,Bully
"['eh', 'goblok', 'gue', 'cheat', 'lo', 'kagak', 'ya', 'bos', 'kerjain', 'daily', 'blog']",NoBully,Bully
"['lo', 'tolol', 'banget', 'yang', 'ngeship', 'disana', 'ngeramein', 'anjing', 'caper', 'banget', 'lo', 'langsung', 'aja', 'balas', 'yang', 'ngeship', 'idol', 'lo', 'disana', 'anjing', 'goblok', 'banget', 'sumpah', 'otak', 'lo', 'dimana', 'sih', 'dasar', 'otak', 'pembantu']",NoBully,Bully
"['vidio', 'jaman', 'sby', 'orang', 'goblok', 'pekok', 'yang', 'termakqn', 'hoax', 'murahan']",NoBully,Bully
"['goblok', 'kepencet', 'retwet']",Bully,NoBully
"['si', 'cakep', 'gada', 'otaknya', 'alias', 'goblok', 'cape', 'anjir', 'diajak', 'ngobrol', 'haha']",NoBully,Bully
"['benda', 'basic', 'rakyat', 'malaysia', 'tau', 'ala', 'kau', 'hafal', 'lagu', 'negaraku', 'lagu', 'negaraku', 'tau', 'tau', 'nak', 'cakap']",NoBully,Bully
"['sewidak', 'likur', 'i', 'boso', 'jowo', 'ngendi', 'blok', 'kancamu', 'iso', 'idiot']",NoBully,Bully
"['nuh', 'uh']",NoBully,Bully
"['th', 'berkorban', 'harta', 'nyawa', 'melawan', 'nazi', 'ndilalah', 'sekarang', 'kasih', 'aplaus', 'tentara', 'nazi', 'yang', 'mgkn', 'sj', 'sudah', 'menembak', 'bunuh', 'kakek', 'moyangnya', 'palagan', 'eropa', 'dari', 'yang', 'tepuk', 'tangan', 'idiot', 'koplok', 'gombal', 'tingkat', 'dewa', 'demokrasi', 'ukr', 'rela', 'mnjilat', 'pantat', 'pembunuh']",NoBully,Bully
"['pelatihnya', 'tolol', 'min', 'idiot', 'bikin', 'emosi', 'aja']",NoBully,Bully
"['idiot', 'kalau', 'mu', 'yang', 'kebobolan', 'engga', 'cek', 'var']",NoBully,Bully
"['ya', 'namanya', 'back', 'to', 'back', 'kontol', 'kalau', 'treble', 'tempo', 'setahun', 'tropy', 'berbeda', 'manusia', 'kontol', 'idiot']",NoBully,Bully
"['fans', 'lo', 'idiot', 'ya', 'eti', 'heran', 'isinya', 'cium', 'jilat', 'cium', 'jilat']",NoBully,Bully
"['jelek', 'why']",Bully,NoBully
"['bajunya', 'jelek']",Bully,NoBully
"['ah', 'tahan', 'tahan', 'beli', 'buku', 'ingat', 'hapemu', 'sudah', 'jelek']",NoBully,Bully
"['besoknya', 'bilek', 'jelek']",Bully,NoBully
"['jelek', 'banget', 'huft']",NoBully,Bully
"['nangis', 'jelek']",NoBully,Bully
['kampungan'],NoBully,Bully
['kampungan'],NoBully,Bully
"['sarap', 'memang']",NoBully,Bully
"['harganya', 'sehinga', 'orang', 'yang', 'makan', 'harganya', 'tidak', 'takut', 'ditembak', 'kader', 'partai', 'yang', 'sok', 'tau', 'memviralkan', 'warung', 'kader', 'tolol', 'yang', 'rest', 'area']",NoBully,Bully
"['rl', 'ketemu', 'cowok', 'kaya', 'gitu', 'ih', 'nangis', 'gue', 'mah', 'sudah', 'dijauhin', 'tapi', 'kerjasama', 'ojt', 'hrs', 'komunikasi', 'gitu', 'tolol', 'cowoknya', 'bagus', 'kaya', 'gitu', 'sampai', 'merinding', 'gue', 'sakit', 'utg', 'gue', 'duluan', 'gegara', 'sakit', 'tidak', 'nyambung', 'sakitnya', 'tapi', 'alasan']",NoBully,Bully
"['percaya', 'rumor', 't', 'pi', 'tai', 'bakalan', 'date', 'cewek', 'tidak', 'cowok', 'anjing', 'tolol', 'ngatain', 'tolol', 'bilang', 'tai', 'dating', 'women', 'itu', 'langsung', 'tantrum', 'jekicot', 'dating', 'bongo']",NoBully,Bully
"['amin', 'semoga', 'bajingan', 'tolol', 'sadar', 'ya']",NoBully,Bully
['tolol'],Bully,NoBully
"['dungu', 'menyandang', 'gelar', 'bajingan', 'tolol']",NoBully,Bully
"['nih', 'lonte', 'tolol', 'yang', 'mahu', 'siksa', 'sampai', 'jadi', 'tolol', 'beneran']",NoBully,Bully
"['buzerpki', 'munafik', 'bajingan', 'tolol', 'cebong', 'penjilat', 'bangsa', 'kader', 'abubu', 'in', 'engga', 'mengalahkan', 'anis', 'karna', 'ganjar', 'korupsi', 'ktp', 'wowok', 'pendukungx', 'sudah', 'kecewa', 'munafik']",NoBully,Bully
"['bangsat', 'ijo', 'anjing', 'gausah', 'klakson', 'tidak', 'motor', 'belajar', 'anjing', 'tolol', 'bahayain', 'orang', 'anjing', 'rausah', 'ngebut', 'cok', 'berisik', 'knalpot', 'jamet', 'kabupaten', 'polisi', 'tidur', 'segede', 'sudah', 'ya', 'alah', 'sih', 'orang', 'orang', 'bego', 'kaya', 'begini', 'dikasih', 'motor']",Bully,NoBully
"['tau', 'sudah', 'sudah', 'bagus', 'mod', 'gue', 'nonton', 'jungkok', 'gcf', 'eh', 'muncul', 'si', 'tolol', 'percaya', 'editan', 'trs', 'ngatain', 'record', 'sebagai', 'editan', 'sih', 'yang', 'diharepin', 'dari', 'orang', 'yang', 'percaya', 'rumor', 'otaknya', 'aja', 'tidak', 'kerja']",NoBully,Bully
"['kampung', 'banget', 'maenya', 'timnas', 'terjelek', 'gameplay', 'udik']",NoBully,Bully
"['kak', 'udik']",Bully,NoBully
